X_Value	laser_0	laser_1	laser_2	Untitled	Untitled 1	Untitled 2
85.860000	-0.234506	-0.127442	0.243037	0.000428	-0.004700	0.000377
85.870000	-0.193742	0.011175	0.277691	0.000475	-0.005967	0.000846
85.880000	-0.185717	0.056134	0.294197	0.000151	-0.006861	0.000719
85.890000	-0.220189	0.154625	0.314443	0.000288	-0.008001	0.001009
85.900000	-0.225022	0.315584	0.270487	0.000176	-0.008881	0.001317
85.910000	-0.225387	0.357990	0.285625	0.000395	-0.009680	0.000991
85.920000	-0.193104	0.505270	0.295565	0.000577	-0.010215	0.000886
85.930000	-0.229308	0.593912	0.255075	0.000486	-0.010259	0.000743
85.940000	-0.211069	0.675623	0.263920	0.000731	-0.010269	0.000165
85.950000	-0.237242	0.735903	0.276597	0.000474	-0.010053	0.000523
85.960000	-0.228123	0.793173	0.249876	0.000460	-0.009850	0.000269
85.970000	-0.201494	0.871692	0.301219	0.000285	-0.009506	-0.000148
85.980000	-0.222469	0.901057	0.254527	0.000124	-0.008888	0.000151
85.990000	-0.222195	0.917290	0.279880	0.000405	-0.008277	-0.000273
86.000000	-0.203135	0.946381	0.271581	0.000169	-0.007203	-0.000141
86.010000	-0.234233	0.959422	0.259270	0.000535	-0.006589	-0.000101
86.020000	-0.203591	0.989790	0.281795	0.000493	-0.005915	-0.000387
86.030000	-0.216723	0.933705	0.266109	0.000550	-0.005333	-1.097333E-5
86.040000	-0.213532	0.959148	0.235650	0.000611	-0.004975	0.000184
86.050000	-0.192648	0.924585	0.267204	0.000379	-0.004262	0.000188
86.060000	-0.228579	0.901331	0.241851	0.000550	-0.003912	0.000588
86.070000	-0.188179	0.863485	0.318911	0.000222	-0.003473	0.001128
86.080000	-0.197937	0.854091	0.271763	0.000375	-0.003451	0.000943
86.090000	-0.230767	0.807856	0.290732	0.000356	-0.003224	0.001132
86.100000	-0.211069	0.741830	0.279150	0.000288	-0.002993	0.001192
86.110000	-0.224110	0.661670	0.238477	0.000590	-0.002948	0.000595
86.120000	-0.182616	0.605585	0.264376	0.000334	-0.002649	0.000703
86.130000	-0.190915	0.507003	0.280700	0.000607	-0.002789	0.000497
86.140000	-0.190550	0.442619	0.276597	0.000459	-0.002388	-3.872797E-5
86.150000	-0.210157	0.374679	0.274590	0.000466	-0.001820	-4.505186E-5
86.160000	-0.212437	0.206150	0.263556	0.000619	-0.001159	2.629486E-5
86.170000	-0.210613	0.140125	0.276232	0.000407	-0.000505	-0.000212
86.180000	-0.212255	0.036436	0.250697	0.000580	6.735884E-5	-0.000345
86.190000	-0.204047	-0.005240	0.286810	0.000347	0.001070	8.663255E-5
86.200000	-0.204321	-0.103366	0.272128	0.000491	0.002155	-2.538536E-5
86.210000	-0.243626	-0.274722	0.211757	0.000404	0.003358	0.000368
86.220000	-0.191098	-0.370932	0.254163	0.000346	0.004380	0.000705
86.230000	-0.217544	-0.506540	0.266109	0.000565	0.005430	0.000180
86.240000	-0.207513	-0.572838	0.280153	0.000397	0.006727	0.001016
86.250000	-0.199670	-0.689021	0.283071	0.000605	0.007692	0.000930
86.260000	-0.203591	-0.793531	0.243310	0.000489	0.008603	0.000781
86.270000	-0.178057	-0.842046	0.266292	0.000550	0.009295	0.001298
86.280000	-0.224201	-0.926584	0.258905	0.000581	0.009919	0.000460
86.290000	-0.190003	-0.982031	0.341254	0.000273	0.010628	0.000902
86.300000	-0.206601	-1.065566	0.280062	0.000493	0.010642	0.001019
86.310000	-0.227028	-1.202358	0.248782	0.000284	0.010656	0.000124
86.320000	-0.205324	-1.251695	0.280700	0.000485	0.010496	0.000484
86.330000	-0.199670	-1.308692	0.281339	0.000519	0.010141	0.000159
86.340000	-0.203591	-1.300484	0.280062	0.000473	0.009790	-0.000266
86.350000	-0.185535	-1.342069	0.254619	0.000732	0.008881	-4.327918E-7
86.360000	-0.208333	-1.363409	0.246502	0.000444	0.008297	-0.000329
86.370000	-0.205871	-1.393686	0.266200	0.000646	0.007570	-0.000132
86.380000	-0.197025	-1.404629	0.270031	0.000420	0.006924	0.000704
86.390000	-0.204868	-1.385843	0.288999	0.000294	0.006135	0.000291
86.400000	-0.217635	-1.335594	0.283345	0.000400	0.005255	0.000576
86.410000	-0.249280	-1.350733	0.286810	0.000167	0.004764	0.001172
86.420000	-0.220736	-1.279965	0.311707	0.000461	0.004182	0.000670
86.430000	-0.224657	-1.265739	0.247779	0.000338	0.003881	0.001068
86.440000	-0.181340	-1.237195	0.256078	0.000536	0.003355	0.000980
86.450000	-0.217635	-1.203635	0.266109	0.000609	0.002992	0.000237
86.460000	-0.234962	-1.171078	0.265015	0.000396	0.002960	0.000921
86.470000	-0.202223	-1.096754	0.280700	0.000580	0.002536	0.000620
86.480000	-0.230767	-0.997260	0.270669	0.000242	0.002509	0.000150
86.490000	-0.189182	-0.899773	0.281795	0.000383	0.002159	0.000581
86.500000	-0.206327	-0.903877	0.291553	0.000278	0.002063	0.000347
86.510000	-0.220280	-0.846241	0.227990	0.000292	0.001866	-0.000186
86.520000	-0.186538	-0.745380	0.273222	0.000403	0.001349	0.000122
86.530000	-0.202223	-0.658106	0.281886	0.000276	0.000869	1.340526E-5
86.540000	-0.210249	-0.561530	0.277691	0.000556	2.411547E-5	-0.000337
86.550000	-0.198302	-0.468967	0.266292	0.000394	-0.000573	0.000369
86.560000	-0.239340	-0.373395	0.241031	0.000575	-0.001425	-4.732857E-5
86.570000	-0.188088	-0.221099	0.282251	0.000459	-0.002235	0.000120
86.580000	-0.205780	-0.155438	0.288543	0.000211	-0.003095	0.001018
86.590000	-0.222469	-0.006973	0.237474	0.000324	-0.004173	0.000610
86.600000	-0.201494	0.059326	0.306873	3.522423E-5	-0.005267	0.001053
86.610000	-0.193925	0.129090	0.286172	0.000227	-0.006519	0.000908
86.620000	-0.196934	0.228584	0.266748	0.000268	-0.007304	0.000546
86.630000	-0.226390	0.342852	0.257628	0.000416	-0.007925	0.000852
86.640000	-0.210613	0.455386	0.274134	0.000623	-0.008641	0.000384
86.650000	-0.212802	0.541657	0.280062	0.000472	-0.009188	0.000321
86.660000	-0.204047	0.598289	0.291644	0.000657	-0.009791	0.000353
86.670000	-0.174135	0.700519	0.265471	0.000422	-0.010016	8.897169E-5
86.680000	-0.227211	0.757242	0.266839	0.000428	-0.009811	0.000139
86.690000	-0.208881	0.827645	0.255166	0.000384	-0.009554	0.000277
86.700000	-0.211525	0.841051	0.274408	0.000108	-0.009112	0.000209
86.710000	-0.233321	0.825821	0.238021	0.000301	-0.008852	0.000223
86.720000	-0.203591	0.880264	0.264376	0.000139	-0.008063	0.000289
86.730000	-0.190915	0.899142	0.249147	0.000401	-0.007416	-5.941258E-5
86.740000	-0.215447	0.928415	0.278056	0.000488	-0.006615	0.000292
86.750000	-0.190915	0.852359	0.256078	0.000508	-0.005817	0.000255
86.760000	-0.209975	0.852359	0.276141	0.000657	-0.005082	-6.769849E-5
86.770000	-0.207057	0.857192	0.271307	0.000364	-0.004149	0.000821
86.780000	-0.227667	0.797368	0.220238	0.000544	-0.003813	0.000325
86.790000	-0.207148	0.741739	0.283527	0.000271	-0.003029	0.000406
86.800000	-0.213167	0.733805	0.262826	0.000290	-0.002524	0.000995
86.810000	-0.223289	0.681003	0.244952	0.000310	-0.002047	0.000644
86.820000	-0.209245	0.648902	0.245590	0.000282	-0.001659	0.000687
86.830000	-0.210978	0.555975	0.268480	0.000606	-0.001413	0.000607
86.840000	-0.171308	0.492138	0.260090	0.000466	-0.001199	0.000356
86.850000	-0.190459	0.415990	0.261002	0.000712	-0.001096	0.000102
86.860000	-0.229764	0.302361	0.249968	0.000642	-0.000667	-4.906485E-5
86.870000	-0.202406	0.285581	0.307694	0.000415	-0.000336	0.000388
86.880000	-0.220280	0.145414	0.236836	0.000432	-0.000343	0.000263
86.890000	-0.226299	0.087779	0.248326	0.000157	-3.897092E-5	0.000265
86.900000	-0.197572	0.021754	0.265836	0.000315	0.000551	0.000412
86.910000	-0.223745	-0.095888	0.282980	0.000226	0.001288	0.000494
86.920000	-0.202679	-0.142580	0.267659	0.000388	0.002006	0.000339
86.930000	-0.241620	-0.294237	0.271398	0.000643	0.002296	0.000426
