X_Value	laser_0	laser_1	laser_2	Untitled	Untitled 1	Untitled 2
0.950000	-0.021423	0.000255	-0.015025	0.000775	-0.000241	-0.000256
0.960000	-0.014401	0.060718	0.000843	0.000948	-4.313787E-5	0.001455
0.970000	-0.012212	0.028708	-0.015025	0.000421	0.000707	-0.000452
0.980000	0.010952	0.051325	-0.000981	0.000272	0.001101	0.000703
0.990000	-0.006102	0.019953	-0.019403	0.000106	0.001033	-0.000373
1.000000	-0.028262	0.023601	-0.011286	1.805482E-5	0.000453	0.000355
1.010000	0.022077	-0.010232	0.015799	0.000437	-0.000209	0.000718
1.020000	-0.011118	-0.046437	-0.009189	0.000260	-0.000131	-8.747416E-5
1.030000	-0.010935	-0.033760	0.010874	0.000657	-0.000450	0.000895
1.040000	-0.001724	-0.034308	0.015707	0.000509	-0.000532	-0.000896
1.050000	-0.003913	-0.040874	-0.028887	0.000605	0.000169	0.002252
1.060000	-0.003822	-0.023455	-0.000434	0.000710	0.000655	-0.000443
1.070000	-0.032001	-0.047440	-0.039192	0.000220	0.000865	0.000374
1.080000	0.014599	0.013205	0.015160	0.000543	0.000894	0.001045
1.090000	-0.002180	-0.014245	-0.001893	0.000266	0.000415	-0.001500
1.100000	0.004294	-0.049172	-0.023142	0.000335	-0.000195	0.001964
1.110000	0.020162	-0.011509	0.021726	0.000301	-0.000503	-0.000549
1.120000	0.020162	-0.055738	0.004399	0.000248	-3.498442E-5	0.001122
1.130000	0.005753	-0.039323	-0.009736	0.000596	0.000122	-2.934396E-5
1.140000	-0.002636	0.003630	0.013154	0.000314	0.000178	-0.000150
1.150000	-0.035284	-0.020172	-0.011013	0.000585	0.000706	0.001693
1.160000	0.018886	-0.015977	0.018899	0.000470	0.001022	-0.000736
1.170000	-0.007470	-0.049993	-0.013201	0.000387	0.000935	0.000969
1.180000	0.007030	-0.043062	-0.020406	0.000497	0.000149	1.082244E-5
1.190000	-0.015769	-0.045160	0.002758	0.000178	-0.000377	0.000244
1.200000	-0.010388	-0.033487	-0.013657	0.000425	-0.000284	0.000574
1.210000	0.009219	-0.015339	0.003487	0.000236	-0.000364	0.000129
1.220000	-0.010935	-0.037408	-0.038280	0.000230	-0.000143	0.000714
1.230000	0.000829	-0.015430	0.007044	0.000327	0.000643	0.000307
1.240000	-0.012486	-0.044704	0.009415	0.000203	0.000860	-0.000266
1.250000	-0.018778	0.018950	2.188683E-5	0.000621	0.000982	0.000859
1.260000	0.013596	-0.028562	0.007044	0.000520	0.000619	-0.000472
1.270000	-0.011391	-0.033213	-0.016393	0.000626	1.275996E-5	0.000866
1.280000	-0.007014	-0.024732	-0.016849	0.000509	-0.000137	0.000400
1.290000	0.008854	-0.026465	0.017258	0.000323	-0.000461	0.000306
1.300000	-0.009658	-0.080179	-0.018126	0.000388	7.230608E-5	0.001178
1.310000	0.035848	0.010925	0.014522	8.356851E-5	0.000470	-0.000854
1.320000	-0.009202	-0.045525	-0.030528	0.000381	0.000546	0.001079
1.330000	-0.011391	-0.037682	0.003031	0.000326	0.000724	-0.000574
1.340000	-0.007835	-0.045981	-0.001711	0.000668	0.000407	0.000925
1.350000	-0.007743	-0.049628	-0.012837	0.000809	0.000368	0.000622
1.360000	0.007942	-0.028836	0.011877	0.000558	-0.000319	3.850148E-5
1.370000	-0.024888	-0.050449	-0.007547	0.000301	-0.000374	0.000984
1.380000	-0.017866	-0.025826	0.011968	-0.000356	0.000293	-0.000360
1.390000	0.020983	-0.012694	-0.000981	-0.000567	0.000229	0.000245
1.400000	-0.006923	0.009375	-0.029981	-0.000487	0.001103	0.000514
1.410000	0.017518	0.016853	-0.000890	-4.939629E-5	0.001040	-0.001328
